,car_index,location_country,location_state,location_city,location_latitude,location_longitude
1187,C1187,US,CO,Fort Collins,40.569042,-105.11644
1188,C1188,US,CO,Denver,39.801157,-104.780467
1189,C1189,US,CO,Loveland,40.409052,-104.996131
1190,C1190,US,CO,Loveland,40.409779,-104.996807
1191,C1191,US,CO,Denver,39.780748,-104.801565
1192,C1192,US,CO,Westminster,39.94343,-104.989372
1193,C1193,US,CO,Denver,39.721436,-104.974264
1194,C1194,US,CO,Aurora,39.588328,-104.714302
1195,C1195,US,CO,Centennial,39.619237,-104.786597
1196,C1196,US,CO,Denver,39.793639,-104.767828
1197,C1197,US,CO,Lone Tree,39.553565,-104.884616
1198,C1198,US,CO,Denver,39.776183,-104.739271
1199,C1199,US,CO,Loveland,40.409918,-104.996847
1200,C1200,US,CO,Arvada,39.812044,-105.135823
1201,C1201,US,CO,Denver,39.754224,-104.991905
1202,C1202,US,CO,Glenwood Springs,39.507405,-107.314829
1203,C1203,US,CO,Denver,39.783371,-104.766195
1204,C1204,US,CO,Louisville,39.961978,-105.118109
1205,C1205,US,CO,Loveland,40.409746,-104.995561
1206,C1206,US,CO,Loveland,40.410638,-104.996159
1207,C1207,US,CO,Loveland,40.409697,-104.996978
1208,C1208,US,CO,Loveland,40.409822,-104.996041
1209,C1209,US,CO,Denver,39.855882,-104.674439
1210,C1210,US,CO,Denver,39.799974,-104.873685
1211,C1211,US,CO,Morrison,39.632173,-105.134487
1212,C1212,US,CO,Denver,39.799079,-104.874237
1213,C1213,US,CO,Eaton,40.530408,-104.713582
1214,C1214,US,CO,Lakewood,39.681583,-105.100971
1215,C1215,US,CO,Denver,39.763495,-104.960341
1216,C1216,US,CO,Aurora,39.737777,-104.672708
1217,C1217,US,CO,Denver,39.780704,-104.80032
1218,C1218,US,CO,Lakewood,39.708537,-105.134462
1219,C1219,US,CO,Aurora,39.676855,-104.769997
1220,C1220,US,TX,Euless,32.861948,-97.097362
1221,C1221,US,TX,Irving,32.858185,-97.035638
1222,C1222,US,TX,Bedford,32.838784,-97.11812
1223,C1223,US,TX,Bedford,32.838845,-97.118728
1224,C1224,US,TX,Bedford,32.838795,-97.118084
1225,C1225,US,TX,Bedford,32.839966,-97.11734
1226,C1226,US,TX,Bedford,32.838247,-97.118364
1227,C1227,US,TX,Bedford,32.838746,-97.117859
1228,C1228,US,TX,Bedford,32.840329,-97.118334
1229,C1229,US,TX,Bedford,32.838852,-97.118326
1230,C1230,US,TX,Bedford,32.837777,-97.118249
1231,C1231,US,TX,Bedford,32.839042,-97.118496
1232,C1232,US,TX,Irving,32.864267,-97.014193
1233,C1233,US,TX,Irving,32.858653,-97.035965
1234,C1234,US,TX,Frisco,33.156466,-96.84422
1235,C1235,US,TX,Bedford,32.839032,-97.117483
1236,C1236,US,TX,Irving,32.863207,-97.002048
1237,C1237,US,TX,Irving,32.876906,-96.996227
1238,C1238,US,TX,Irving,32.920946,-96.969909
1239,C1239,US,TX,Fort Worth,32.7107,-97.400422
1240,C1240,US,TX,Euless,32.807121,-97.086058
1241,C1241,US,TX,Fort Worth,32.869169,-97.320646
1242,C1242,US,TX,Flower Mound,33.044937,-97.065506
1243,C1243,US,TX,Coppell,32.960651,-97.004411
1244,C1244,US,TX,Arlington,32.644232,-97.1689
1245,C1245,US,TX,Coppell,32.965781,-96.972723
1246,C1246,US,TX,DeSoto,32.584762,-96.890508
1247,C1247,US,TX,Fort Worth ,32.654946,-97.429845
1248,C1248,US,TX,Arlington,32.612723,-97.086097
1249,C1249,US,TX,Southlake,32.949098,-97.152717
1250,C1250,US,TX,The Colony,33.044995,-96.919791
1251,C1251,US,TX,Frisco,33.14445,-96.888395
1252,C1252,US,TX,Frisco,33.118227,-96.842208
1253,C1253,US,TX,Fort Worth,32.931007,-97.297193
1254,C1254,US,TX,Richland Hills,32.824862,-97.225884
1255,C1255,US,TX,Fort Worth,32.876022,-97.283062
1256,C1256,US,IA,Polk City,41.766121,-93.720548
1257,C1257,US,IA,ELKHART,41.794852,-93.518339
1258,C1258,US,IA,Waukee,41.627189,-93.854097
1259,C1259,US,IA,Des Moines,41.550983,-93.670261
1260,C1260,US,IA,Des Moines,41.592216,-93.639195
1261,C1261,US,IA,Waukee,41.630322,-93.876184
1262,C1262,US,IA,Des Moines,41.577403,-93.625443
1263,C1263,US,IA,Indianola,41.360461,-93.562742
1264,C1264,US,MI,Huron Charter Township,42.13121,-83.418893
1265,C1265,US,MI,Huron Charter Township,42.129536,-83.418983
1266,C1266,US,MI,Romulus,42.261408,-83.334262
1267,C1267,US,MI,Canton,42.319207,-83.456841
1268,C1268,US,MI,Southgate,42.185941,-83.222012
1269,C1269,US,MI,Belleville,42.236151,-83.452146
1270,C1270,US,MI,Northville,42.426453,-83.429744
1271,C1271,US,MI,Romulus,42.264302,-83.334119
1272,C1272,US,MI,Farmington Hills,42.457987,-83.33862
1273,C1273,US,MI,Romulus,42.263008,-83.334546
1274,C1274,US,MI,Romulus,42.262306,-83.33369
1275,C1275,US,MI,Romulus,42.26288,-83.333914
1276,C1276,US,MI,Romulus,42.264212,-83.333452
1277,C1277,US,MI,Romulus,42.262017,-83.333824
1278,C1278,US,MI,Romulus,42.262871,-83.333928
1279,C1279,US,MI,Romulus,42.262408,-83.334054
1280,C1280,US,MI,Romulus,42.263267,-83.332729
1281,C1281,US,MI,Royal Oak,42.500186,-83.150516
1282,C1282,US,MI,Romulus,42.247046,-83.348795
1283,C1283,US,MI,Clarkston,42.762493,-83.424309
1284,C1284,US,MI,Franklin,42.529212,-83.318589
1285,C1285,US,MI,Southfield,42.472476,-83.238684
1286,C1286,US,MI,Canton,42.290317,-83.434152
1287,C1287,US,MI,Macomb,42.633433,-82.92401
1288,C1288,US,MI,Troy,42.592869,-83.110456
1289,C1289,US,MI,Canton,42.290494,-83.434639
1290,C1290,US,MI,Dearborn Heights,42.271101,-83.283953
1291,C1291,US,MI,Romulus,42.262953,-83.334023
1292,C1292,US,MI,Southfield,42.472291,-83.239361
1293,C1293,US,MI,Royal Oak,42.502037,-83.150026
1294,C1294,US,MI,Troy,42.591615,-83.109621
1295,C1295,US,MI,Canton,42.319354,-83.447829
1296,C1296,US,MI,Dearborn,42.319926,-83.193456
1297,C1297,US,MI,Macomb,42.632629,-82.923245
1298,C1298,US,MI,Canton,42.290915,-83.43596
1299,C1299,US,MI,Macomb,42.634152,-82.924225
1300,C1300,US,MI,Macomb,42.633947,-82.923704
1301,C1301,US,MI,Brownstown Charter Township,42.133593,-83.275126
1302,C1302,US,MI,Ferndale,42.452293,-83.110504
1303,C1303,US,MI,Dearborn Heights,42.340197,-83.282331
1304,C1304,US,MI,Dearborn Heights,42.283422,-83.232098
1305,C1305,US,MI,Southfield,42.473667,-83.239688
1306,C1306,US,MI,Dearborn Heights,42.269759,-83.284366
1307,C1307,US,MI,Dearborn Heights,42.270881,-83.285845
1308,C1308,US,MI,Southfield,42.471893,-83.239214
1309,C1309,US,MI,Madison Heights,42.529642,-83.125093
1310,C1310,US,MI,Dearborn,42.309499,-83.144286
1311,C1311,US,MI,Dearborn Heights,42.271954,-83.284129
1312,C1312,US,MI,Southfield,42.474041,-83.239043
1313,C1313,US,MI,Royal Oak,42.527892,-83.128483
1314,C1314,US,MI,Southfield,42.474244,-83.239306
1315,C1315,US,MI,Southfield,42.467529,-83.236839
1316,C1316,US,MI,Southfield,42.467836,-83.237967
1317,C1317,US,MI,Brighton,42.567179,-83.810909
1318,C1318,US,MI,Ann Arbor,42.234738,-83.758057
1319,C1319,US,MI,Dearborn Heights,42.270855,-83.284732
1320,C1320,US,MI,Dearborn,42.310475,-83.22016
1321,C1321,US,MI,Brighton,42.567124,-83.81054
1322,C1322,US,MI,Ann Arbor,42.235628,-83.758592
1323,C1323,US,MI,Sterling Heights,42.565511,-83.069475
1324,C1324,US,MI,Taylor,42.189242,-83.305186
1325,C1325,US,NJ,Roselle,40.656661,-74.276557
1326,C1326,US,NJ,West Orange,40.793912,-74.249521
1327,C1327,US,NJ,Jersey City,40.720476,-74.037873
1328,C1328,US,NJ,Jersey City,40.725386,-74.039007
1329,C1329,US,NJ,Mountainside,40.682968,-74.371561
1330,C1330,US,NJ,Hillside,40.702017,-74.225075
1331,C1331,US,NJ,Jersey City,40.7395,-74.049719
1332,C1332,US,NJ,Jersey City,40.718479,-74.054255
1333,C1333,US,NJ,Elizabeth,40.647691,-74.208486
1334,C1334,US,NJ,Lyndhurst,40.811805,-74.116591
1335,C1335,US,NJ,Newark,40.731288,-74.175969
1336,C1336,US,NJ,Union,40.682808,-74.239377
1337,C1337,US,NJ,North Bergen,40.804938,-74.01522
1338,C1338,US,NJ,Newark,40.705392,-74.216453
1339,C1339,US,NJ,Jersey City,40.719294,-74.041779
1340,C1340,US,NJ,Jersey City,40.726852,-74.037359
1341,C1341,US,NJ,Newark,40.723471,-74.147819
1342,C1342,US,NJ,Teaneck,40.882222,-74.002772
1343,C1343,US,NJ,Edison,40.5625,-74.383282
1344,C1344,US,NJ,Weehawken,40.775183,-74.013431
1345,C1345,US,NJ,Edgewater,40.809473,-73.985556
1346,C1346,US,NJ,Newark,40.73137,-74.175602
1347,C1347,US,NJ,Caldwell,40.843165,-74.277798
1348,C1348,US,NJ,Jersey City,40.742515,-74.058284
1349,C1349,US,NJ,Jersey City,40.722782,-74.063896
1350,C1350,US,NJ,Jersey City,40.715514,-74.034981
1351,C1351,US,NJ,Jersey City,40.712234,-74.038663
1352,C1352,US,NJ,Lyndhurst,40.812961,-74.116402
1353,C1353,US,NJ,Elizabeth,40.647242,-74.183067
1354,C1354,US,NJ,Jersey City,40.719531,-74.042048
1355,C1355,US,NJ,Lodi,40.875166,-74.073924
1356,C1356,US,NJ,Elizabeth,40.669686,-74.228803
1357,C1357,US,NJ,Jersey City,40.722439,-74.040807
1358,C1358,US,NJ,Jersey City,40.724935,-74.038616
1359,C1359,US,NJ,Fair Lawn,40.93677,-74.134336
1360,C1360,US,NJ,Fair Lawn,40.937482,-74.13382
1361,C1361,US,NJ,Jersey City,40.719982,-74.041628
1362,C1362,US,NJ,Jersey City,40.722236,-74.040823
1363,C1363,US,NJ,Jersey City,40.740865,-74.058657
1364,C1364,US,NJ,Jersey City,40.718569,-74.055012
1365,C1365,US,NJ,Elizabeth,40.661672,-74.220657
1366,C1366,US,NJ,East Orange,40.750406,-74.220811
1367,C1367,US,NJ,Jersey City,40.721844,-74.039298
1368,C1368,US,NJ,Edison,40.563104,-74.38399
1369,C1369,US,NJ,Elizabeth,40.677695,-74.212357
1370,C1370,US,NJ,Jersey City,40.718057,-74.054091
1371,C1371,US,NJ,Jersey City,40.72536,-74.038094
1372,C1372,US,NJ,Newark,40.735479,-74.164266
1373,C1373,US,NJ,Mountainside,40.682898,-74.371568
1374,C1374,US,NJ,Kearny,40.760871,-74.147696
1375,C1375,US,NJ,Harrison,40.748843,-74.151848
1376,C1376,US,NJ,Fair Lawn,40.928475,-74.115425
1377,C1377,US,NJ,Jersey City,40.740255,-74.058971
1378,C1378,US,NJ,Elizabeth,40.646182,-74.208478
1379,C1379,US,NJ,Jersey City,40.72137,-74.038077
1380,C1380,US,NJ,Palisades Park,40.85064,-73.997145
1381,C1381,US,NJ,Jersey City,40.726161,-74.034206
1382,C1382,US,NJ,Jersey City,40.721513,-74.039847
1383,C1383,US,NJ,Livingston,40.772287,-74.312274
1384,C1384,US,NJ,Fair Lawn,40.928264,-74.115947
1385,C1385,US,NJ,South Orange,40.748884,-74.2416
1386,C1386,US,NJ,Newark,40.686319,-74.181409
1387,C1387,US,NJ,Jersey City,40.720419,-74.042009
1388,C1388,US,NJ,Palisades Park,40.85272,-73.998734
1389,C1389,US,NJ,Jersey City,40.718032,-74.055242
1390,C1390,US,NJ,Westfield,40.65039,-74.343311
1391,C1391,US,NJ,Old Bridge Township,40.399865,-74.356738
1392,C1392,US,NJ,Edgewater,40.817977,-73.980937
1393,C1393,US,NJ,Weehawken,40.775442,-74.014279
1394,C1394,US,NJ,East Brunswick,40.429595,-74.391889
1395,C1395,US,NJ,Jersey City,40.717922,-74.052028
1396,C1396,US,NJ,Jersey City,40.717574,-74.054513
1397,C1397,US,NJ,Lodi,40.876527,-74.080621
1398,C1398,US,NJ,Fair Lawn,40.928112,-74.115422
1399,C1399,US,NJ,Lodi,40.876326,-74.074524
1400,C1400,US,NJ,Woodbridge Township,40.568634,-74.304506
1401,C1401,US,NJ,Fair Lawn,40.928334,-74.1166
1402,C1402,US,NJ,Carlstadt,40.836516,-74.090942
1403,C1403,US,NJ,Elizabeth,40.661677,-74.209089
1404,C1404,US,NJ,Jersey City,40.717782,-74.032683
1405,C1405,US,NJ,Carteret,40.571122,-74.22532
1406,C1406,US,NJ,Fair Lawn,40.937814,-74.134274
1407,C1407,US,NJ,South River,40.450069,-74.382861
1408,C1408,US,NJ,Jersey City,40.716959,-74.051372
1409,C1409,US,NJ,Jersey City,40.720852,-74.043965
1410,C1410,US,NJ,Jersey City,40.720102,-74.041749
1411,C1411,US,NJ,Fair Lawn,40.928092,-74.115924
1412,C1412,US,NJ,Jersey City,40.719656,-74.042141
1413,C1413,US,NJ,Weehawken,40.77217,-74.020647
1414,C1414,US,NJ,Jersey City,40.719769,-74.041384
1415,C1415,US,NJ,Old Bridge Township,40.399288,-74.356581
1416,C1416,US,NJ,Lodi,40.874718,-74.074072
1417,C1417,US,NJ,Bloomfield,40.799416,-74.192181
1418,C1418,US,NJ,Jersey City,40.718671,-74.039515
1419,C1419,US,NJ,Jersey City,40.716893,-74.033784
1420,C1420,US,NJ,Jersey City,40.717897,-74.054177
1421,C1421,US,NJ,Union City,40.758141,-74.036711
1422,C1422,US,NJ,North Bergen,40.805178,-74.015153
1423,C1423,US,NJ,Rutherford,40.819904,-74.108573
1424,C1424,US,NJ,Jersey City,40.72253,-74.041955
1425,C1425,US,NJ,West Orange,40.79351,-74.249238
1426,C1426,US,NJ,Jersey City,40.717529,-74.054604
1427,C1427,US,NJ,Jersey City,40.721492,-74.03764
1428,C1428,US,NJ,Lodi,40.878541,-74.080884
1429,C1429,US,NJ,Lodi,40.87252,-74.09516
1430,C1430,US,NJ,West Orange,40.794511,-74.25035
1431,C1431,US,NJ,Newark,40.68945,-74.175331
1432,C1432,US,NJ,Piscataway,40.529814,-74.417586
1433,C1433,US,NJ,Jersey City,40.71908,-74.04148
1434,C1434,US,NJ,Newark,40.777103,-74.169941
1435,C1435,US,NJ,Jersey City,40.711886,-74.055807
1436,C1436,US,NJ,Hoboken,40.735036,-74.029647
1437,C1437,US,NJ,Old Bridge Township,40.400514,-74.355938
1438,C1438,US,NJ,Edgewater,40.807609,-73.991427
1439,C1439,US,NJ,Jersey City,40.718703,-74.054461
1440,C1440,US,NJ,Roselle Park,40.66932,-74.269795
1441,C1441,US,NJ,East Brunswick,40.431423,-74.393076
1442,C1442,US,NJ,Fair Lawn,40.936929,-74.135104
1443,C1443,US,NJ,Jersey City,40.718706,-74.054979
1444,C1444,US,NJ,Secaucus,40.78861,-74.040241
1445,C1445,US,NJ,Edgewater,40.80948,-73.985567
1446,C1446,US,NJ,Hoboken,40.747268,-74.035855
1447,C1447,US,NJ,Jersey City,40.723069,-74.050722
1448,C1448,US,NJ,Bayonne,40.687769,-74.101143
1449,C1449,US,NJ,Jersey City,40.720497,-74.039981
1450,C1450,US,NJ,Summit,40.715754,-74.343529
1451,C1451,US,NJ,Aberdeen Township,40.402855,-74.228052
1452,C1452,US,NJ,Jersey City,40.722024,-74.041458
1453,C1453,US,NJ,Jersey City,40.721494,-74.038855
1454,C1454,US,NJ,Roselle Park,40.667465,-74.264587
1455,C1455,US,NJ,Jersey City,40.720396,-74.04016
1456,C1456,US,NJ,South River,40.450425,-74.382528
1457,C1457,US,NJ,Franklin Township,40.52642,-74.519839
1458,C1458,US,NJ,Jersey City,40.726419,-74.032993
1459,C1459,US,NJ,Clifton,40.889957,-74.175383
1460,C1460,US,NJ,Jersey City,40.724931,-74.039531
1461,C1461,US,NJ,Lodi,40.874774,-74.074353
1462,C1462,US,NJ,Alpine,40.939826,-73.930705
1463,C1463,US,NJ,Newark,40.784373,-74.164839
1464,C1464,US,NJ,Jersey City,40.71871,-74.054424
1465,C1465,US,NJ,Jersey City,40.726423,-74.033357
1466,C1466,US,NJ,Lincoln Park,40.922243,-74.3137
1467,C1467,US,NJ,Fair Lawn,40.928057,-74.116063
1468,C1468,US,NJ,Linden,40.644713,-74.235281
1469,C1469,US,NJ,Elizabeth,40.665779,-74.226902
1470,C1470,US,NJ,Jersey City,40.727596,-74.034103
1471,C1471,US,NJ,Jersey City,40.715132,-74.032675
1472,C1472,US,NJ,Jersey City,40.738469,-74.058781
1473,C1473,US,NJ,Hillside,40.702664,-74.226453
1474,C1474,US,NJ,Jersey City,40.72587,-74.040126
1475,C1475,US,NJ,Kearny,40.759862,-74.147694
1476,C1476,US,NJ,Union,40.682067,-74.235619
1477,C1477,US,NJ,Newark,40.778137,-74.170413
1478,C1478,US,NJ,Newark,40.712526,-74.193042
1479,C1479,US,NJ,Jersey City,40.738539,-74.059061
1480,C1480,US,NJ,West Orange,40.793514,-74.250554
1481,C1481,US,NJ,Woodland Park,40.890663,-74.194554
1482,C1482,US,NJ,Jersey City,40.738874,-74.058996
1483,C1483,US,NJ,Jersey City,40.721165,-74.049001
1484,C1484,US,NJ,Jersey City,40.733188,-74.037498
1485,C1485,US,NJ,West Orange,40.795011,-74.249467
1486,C1486,US,NJ,Newark,40.712674,-74.194736
1487,C1487,US,NJ,Fort Lee,40.863378,-73.971533
1488,C1488,US,NJ,West Orange,40.794515,-74.250341
1489,C1489,US,NJ,Elizabeth,40.65259,-74.21278
1490,C1490,US,NJ,Jersey City,40.717224,-74.052112
1491,C1491,US,NJ,Jersey City,40.721782,-74.049838
1492,C1492,US,NJ,Jersey City,40.725115,-74.040461
1493,C1493,US,NJ,Jersey City,40.718634,-74.055106
1494,C1494,US,NJ,Bloomfield,40.790417,-74.198868
1495,C1495,US,NJ,Jersey City,40.723435,-74.049728
1496,C1496,US,NJ,Lyndhurst,40.805635,-74.112987
1497,C1497,US,NJ,Secaucus,40.764846,-74.083234
1498,C1498,US,NJ,Seaside Park,39.924903,-74.076053
1499,C1499,US,NJ,Rahway,40.608624,-74.268145
1500,C1500,US,NJ,Jersey City,40.715631,-74.048753
1501,C1501,US,NJ,Jersey City,40.718036,-74.054111
1502,C1502,US,NJ,Aberdeen Township,40.402553,-74.228953
1503,C1503,US,NJ,Mount Olive Township,40.885092,-74.729873
1504,C1504,US,NJ,Jersey City,40.722307,-74.049366
1505,C1505,US,NJ,Jersey City,40.717619,-74.051342
1506,C1506,US,NJ,Montclair,40.798486,-74.219679
1507,C1507,US,NJ,Fair Lawn,40.928026,-74.115267
1508,C1508,US,NJ,Jersey City,40.72266,-74.049965
1509,C1509,US,NJ,Aberdeen Township,40.436944,-74.226266
1510,C1510,US,NJ,Montclair,40.797437,-74.219699
1511,C1511,US,NJ,Jersey City,40.721072,-74.044176
1512,C1512,US,NJ,Guttenberg,40.79563,-74.009308
1513,C1513,US,NJ,Jersey City,40.718636,-74.054994
1514,C1514,US,FL,Fort Lauderdale,26.192676,-80.147069
1515,C1515,US,FL,Fort Lauderdale,26.093261,-80.155639
1516,C1516,US,FL,Dania Beach,26.057866,-80.14421
1517,C1517,US,FL,Fort Lauderdale,26.085951,-80.136461
1518,C1518,US,FL,Fort Lauderdale,26.092626,-80.157016
1519,C1519,US,FL,Fort Lauderdale,26.092287,-80.155706
1520,C1520,US,FL,Fort Lauderdale,26.088259,-80.13556
1521,C1521,US,FL,Fort Lauderdale,26.093659,-80.155028
1522,C1522,US,FL,Fort Lauderdale,26.128281,-80.139722
1523,C1523,US,FL,Fort Lauderdale,26.091496,-80.16557
1524,C1524,US,FL,Fort Lauderdale,26.112982,-80.141735
1525,C1525,US,FL,Davie,26.047171,-80.244496
1526,C1526,US,FL,Fort Lauderdale,26.062892,-80.18528
1527,C1527,US,FL,Pompano Beach,26.23166,-80.09066
1528,C1528,US,FL,Pembroke Pines,26.028524,-80.372035
1529,C1529,US,FL,Dania Beach,26.056874,-80.143447
1530,C1530,US,FL,Fort Lauderdale,26.092818,-80.156283
1531,C1531,US,FL,Hollywood,26.03426,-80.176041
1532,C1532,US,FL,Hollywood,25.996223,-80.179977
1533,C1533,US,FL,Miramar,25.985633,-80.248685
1534,C1534,US,FL,Fort Lauderdale,26.092458,-80.136259
1535,C1535,US,FL,Fort Lauderdale,26.112543,-80.141092
1536,C1536,US,FL,Dania Beach,26.056675,-80.143739
1537,C1537,US,FL,Dania Beach,26.057252,-80.143102
1538,C1538,US,FL,Hialeah,25.871753,-80.271791
1539,C1539,US,FL,Fort Lauderdale,26.092811,-80.156248
1540,C1540,US,FL,Fort Lauderdale,26.086708,-80.137467
1541,C1541,US,FL,Fort Lauderdale,26.097498,-80.189331
1542,C1542,US,FL,Margate,26.244941,-80.204053
1543,C1543,US,FL,Fort Lauderdale,26.121287,-80.142335
1544,C1544,US,FL,Pompano Beach,26.232162,-80.091067
1545,C1545,US,FL,Hollywood,25.995753,-80.187193
1546,C1546,US,FL,Hallandale Beach,25.979268,-80.120271
1547,C1547,US,FL,Miami,25.79838,-80.264248
1548,C1548,US,FL,Fort Lauderdale,26.086112,-80.137223
1549,C1549,US,FL,Miami,25.768747,-80.190054
1550,C1550,US,FL,Dania Beach,26.056415,-80.142992
1551,C1551,US,FL,Miami,25.801303,-80.186844
1552,C1552,US,FL,Dania Beach,26.057837,-80.144315
1553,C1553,US,FL,Sunny Isles Beach,25.9293,-80.126918
1554,C1554,US,FL,Miami,25.937364,-80.203711
1555,C1555,US,FL,West Park,25.976999,-80.180949
1556,C1556,US,FL,Fort Lauderdale,26.097342,-80.148129
1557,C1557,US,FL,Fort Lauderdale,26.082726,-80.137804
1558,C1558,US,FL,Pembroke Pines,26.036482,-80.252744
1559,C1559,US,FL,Fort Lauderdale,26.136628,-80.131965
1560,C1560,US,FL,Dania Beach,26.059289,-80.143877
1561,C1561,US,FL,North Miami,25.91179,-80.152746
1562,C1562,US,FL,Fort Lauderdale,26.172574,-80.099401
1563,C1563,US,FL,Fort Lauderdale,26.172527,-80.099446
1564,C1564,US,FL,Pembroke Pines,26.027873,-80.372682
1565,C1565,US,FL,Dania Beach,26.05691,-80.143168
1566,C1566,US,FL,Davie,26.047428,-80.234454
1567,C1567,US,FL,Miami,25.736951,-80.302365
1568,C1568,US,FL,Aventura,25.97244,-80.14195
1569,C1569,US,FL,Miami Beach,25.791807,-80.128564
1570,C1570,US,FL,Aventura,25.972776,-80.141622
1571,C1571,US,FL,Aventura,25.974332,-80.142846
1572,C1572,US,FL,Miami Beach,25.792413,-80.128798
1573,C1573,US,FL,Fort Lauderdale,26.087348,-80.136556
1574,C1574,US,FL,Pompano Beach,26.225393,-80.166129
1575,C1575,US,FL,Fort Lauderdale,26.083416,-80.1393
1576,C1576,US,FL,Miami,25.697878,-80.402941
1577,C1577,US,FL,Plantation,26.121568,-80.264619
1578,C1578,US,FL,Dania Beach,26.058045,-80.142347
1579,C1579,US,FL,Miramar,25.963874,-80.361752
1580,C1580,US,FL,Hollywood,26.03324,-80.115867
1581,C1581,US,FL,Fort Lauderdale,26.082752,-80.137926
1582,C1582,US,FL,Miami,25.833142,-80.330832
1583,C1583,US,FL,Fort Lauderdale,26.100642,-80.157529
1584,C1584,US,FL,Miami,25.951201,-80.14892
1585,C1585,US,FL,Miami Beach,25.843327,-80.120353
1586,C1586,US,FL,Fort Lauderdale,26.173409,-80.100259
1587,C1587,US,TX,Fort Worth,32.865697,-97.427522
1588,C1588,US,TX,Fort Worth,32.866947,-97.425738
1589,C1589,US,TX,Fort Worth,32.866151,-97.426989
1590,C1590,US,TX,Fort Worth,32.866469,-97.426709
1591,C1591,US,IN,Fort Wayne,41.129865,-85.03697
1592,C1592,US,WA,Spokane,47.650478,-117.433926
1593,C1593,US,WA,Spokane,47.650871,-117.459836
1594,C1594,US,WA,Spokane,47.651663,-117.460038
1595,C1595,US,WA,Cheney,47.48557,-117.671128
1596,C1596,US,WA,Spokane,47.649158,-117.433347
1597,C1597,US,ID,Coeur d'Alene,47.733141,-116.833807
1598,C1598,US,WA,Spokane,47.743208,-117.311148
1599,C1599,US,WA,Spokane,47.711278,-117.375907
1600,C1600,US,WA,Airway Heights,47.651145,-117.598312
1601,C1601,US,WA,Spokane,47.743096,-117.310848
1602,C1602,US,ID,Worley,47.393667,-116.913946
1603,C1603,US,WA,Spokane,47.651653,-117.458784
1604,C1604,US,WA,Spokane Valley,47.642778,-117.344964
1605,C1605,US,WA,Spokane,47.713864,-117.39978
1606,C1606,US,WA,Spokane,47.67509,-117.432901
1607,C1607,US,WA,Spokane Valley,47.679756,-117.304242
1608,C1608,US,WA,Spokane Valley,47.680899,-117.303826
1609,C1609,US,WI,Green Bay,44.522797,-88.077165
1610,C1610,US,NC,Greensboro,36.122292,-79.887575
1611,C1611,US,NC,Greensboro,36.0512,-79.883303
1612,C1612,US,NC,Kernersville,36.109883,-80.067419
1613,C1613,US,NC,Greensboro,36.126508,-79.863214
1614,C1614,US,NC,Greensboro,36.123932,-79.904984
1615,C1615,US,NC,McLeansville,36.094305,-79.715159
1616,C1616,US,NC,Greensboro,36.027076,-79.776682
1617,C1617,US,NC,High Point,36.009052,-79.978281
1618,C1618,US,NC,Greensboro,36.008383,-79.80783
1619,C1619,US,NC,Jamestown,35.996497,-79.937669
1620,C1620,US,NC,Jamestown,35.997493,-79.938834
1621,C1621,US,NC,Winston-Salem,36.100646,-80.240562
1622,C1622,US,NC,Winston-Salem,36.095296,-80.248456
1623,C1623,US,SC,Simpsonville,34.778959,-82.267368
1624,C1624,US,SC,Greenville,34.866107,-82.327231
1625,C1625,US,SC,Greenville,34.865755,-82.326297
1626,C1626,US,SC,Easley,34.809538,-82.5161
1627,C1627,US,SC,Simpsonville,34.807432,-82.224626
1628,C1628,US,SC,Greer,34.937171,-82.263648
1629,C1629,US,SC,Greer,34.905488,-82.265208
1630,C1630,US,TX,Friendswood,29.543178,-95.202342
1631,C1631,US,TX,Pasadena,29.686872,-95.17043
1632,C1632,US,TX,Pasadena,29.684742,-95.171258
1633,C1633,US,TX,Friendswood,29.465291,-95.22261
1634,C1634,US,TX,Missouri City,29.606214,-95.50274
1635,C1635,US,TX,Bacliff,29.506902,-94.97637
1636,C1636,US,TX,Dickinson,29.4492,-95.067356
1637,C1637,US,TX,Friendswood,29.54332,-95.20168
1638,C1638,US,TX,Katy,29.743274,-95.770068
1639,C1639,US,TX,Pasadena,29.68643,-95.170914
1640,C1640,US,TX,Houston,29.810746,-95.508476
1641,C1641,US,TX,Houston,29.744497,-95.347682
1642,C1642,US,TX,League City,29.537812,-95.069513
1643,C1643,US,TX,Houston,29.671812,-95.527209
1644,C1644,US,TX,Houston,29.683074,-95.385663
1645,C1645,US,TX,Houston,29.752155,-95.350934
1646,C1646,US,TX,Pearland,29.574503,-95.412465
1647,C1647,US,TX,Pearland,29.575687,-95.412482
1648,C1648,US,TX,Friendswood,29.506745,-95.157848
1649,C1649,US,TX,Houston,29.746491,-95.308254
1650,C1650,US,TX,Sugar Land,29.650526,-95.660774
1651,C1651,US,TX,Houston,29.621181,-95.224279
1652,C1652,US,TX,Houston,29.744426,-95.3909
1653,C1653,US,TX,Houston,29.745102,-95.39191
1654,C1654,US,TX,Missouri City,29.555005,-95.541668
1655,C1655,US,TX,Houston,29.727884,-95.481867
1656,C1656,US,TX,Missouri City,29.555223,-95.541236
1657,C1657,US,TX,Sugar Land,29.649896,-95.660581
1658,C1658,US,TX,Houston,29.774725,-95.690638
1659,C1659,US,TX,Houston,29.746675,-95.307274
1660,C1660,US,TX,Missouri City,29.536677,-95.554034
