,car_index,rating,renterTripsTaken,reviewCount,rate_daily
888,C0888,,0,0,110
889,C0889,,0,0,30
890,C0890,5.0,7,6,40
891,C0891,5.0,2,2,65
892,C0892,4.96,34,27,79
893,C0893,4.97,78,72,76
894,C0894,5.0,6,6,59
895,C0895,5.0,4,4,42
896,C0896,5.0,1,1,90
897,C0897,5.0,2,1,150
898,C0898,5.0,3,3,37
899,C0899,5.0,12,10,30
900,C0900,5.0,3,3,74
901,C0901,4.73,64,56,32
902,C0902,5.0,2,2,45
903,C0903,4.67,3,3,225
904,C0904,5.0,71,66,46
905,C0905,,0,0,40
906,C0906,5.0,9,9,38
907,C0907,4.84,22,19,32
908,C0908,5.0,28,26,59
909,C0909,5.0,3,3,60
910,C0910,5.0,10,9,56
911,C0911,5.0,17,17,64
912,C0912,4.89,72,64,52
913,C0913,5.0,14,10,34
914,C0914,5.0,16,16,37
915,C0915,4.95,74,64,30
916,C0916,5.0,12,9,33
917,C0917,4.97,37,36,29
918,C0918,5.0,2,1,51
919,C0919,5.0,8,8,41
920,C0920,5.0,11,11,41
921,C0921,5.0,12,12,42
922,C0922,4.81,175,139,35
923,C0923,4.9,273,233,42
924,C0924,4.97,215,176,42
925,C0925,4.83,246,204,40
926,C0926,5.0,3,1,38
927,C0927,4.89,216,174,40
928,C0928,4.78,269,219,38
929,C0929,4.85,223,177,40
930,C0930,4.99,124,108,79
931,C0931,5.0,3,3,54
932,C0932,4.17,8,6,85
933,C0933,,0,0,68
934,C0934,5.0,1,1,145
935,C0935,5.0,4,3,79
936,C0936,4.77,26,22,79
937,C0937,5.0,20,19,79
938,C0938,5.0,4,4,49
939,C0939,,0,0,58
940,C0940,4.93,15,14,69
941,C0941,,0,0,199
942,C0942,,0,0,45
943,C0943,4.0,2,2,59
944,C0944,5.0,1,1,62
945,C0945,5.0,4,3,79
946,C0946,4.95,22,20,69
947,C0947,4.95,22,22,38
948,C0948,5.0,6,5,210
949,C0949,5.0,14,11,70
950,C0950,5.0,32,30,59
951,C0951,,0,0,64
952,C0952,5.0,20,17,159
953,C0953,5.0,4,4,55
954,C0954,4.95,27,22,55
955,C0955,,0,0,25
956,C0956,5.0,26,22,32
957,C0957,,0,0,56
958,C0958,,0,0,60
959,C0959,4.81,114,83,118
960,C0960,4.6,67,47,55
961,C0961,4.65,138,116,49
962,C0962,5.0,12,10,99
963,C0963,4.78,29,23,116
964,C0964,4.37,52,41,49
965,C0965,5.0,50,46,124
966,C0966,4.41,20,17,118
967,C0967,5.0,4,4,200
968,C0968,5.0,31,28,140
969,C0969,,0,0,64
970,C0970,4.88,52,48,199
971,C0971,,0,0,61
972,C0972,5.0,14,14,329
973,C0973,5.0,52,50,310
974,C0974,4.94,41,36,82
975,C0975,4.8,13,10,70
976,C0976,5.0,5,5,98
977,C0977,5.0,3,2,125
978,C0978,5.0,20,18,54
979,C0979,5.0,8,8,45
980,C0980,5.0,10,9,56
981,C0981,5.0,18,15,36
982,C0982,4.6,5,5,105
983,C0983,5.0,1,1,300
984,C0984,5.0,6,5,100
985,C0985,5.0,4,3,278
986,C0986,5.0,4,2,143
987,C0987,,2,0,34
988,C0988,4.55,129,109,45
989,C0989,4.0,3,3,50
990,C0990,5.0,25,25,40
991,C0991,,1,0,41
992,C0992,5.0,18,18,50
993,C0993,4.82,35,33,45
994,C0994,4.95,47,41,98
995,C0995,5.0,1,1,32
996,C0996,5.0,1,1,34
997,C0997,4.88,10,8,32
998,C0998,5.0,2,2,32
999,C0999,5.0,13,12,32
1000,C1000,5.0,1,1,250
1001,C1001,4.93,113,101,59
1002,C1002,4.67,7,6,32
1003,C1003,4.64,12,11,329
1004,C1004,4.9,25,21,45
1005,C1005,5.0,2,2,32
1006,C1006,5.0,6,5,31
1007,C1007,5.0,2,2,30
1008,C1008,5.0,3,2,30
1009,C1009,5.0,13,12,179
1010,C1010,5.0,5,2,32
1011,C1011,5.0,12,10,80
1012,C1012,5.0,91,70,49
1013,C1013,5.0,14,13,46
1014,C1014,,0,0,159
1015,C1015,,0,0,69
1016,C1016,4.96,113,81,36
1017,C1017,5.0,2,1,28
1018,C1018,5.0,1,1,37
1019,C1019,,0,0,750
1020,C1020,,0,0,50
1021,C1021,,0,0,49
1022,C1022,3.0,1,1,30
1023,C1023,5.0,17,15,45
1024,C1024,5.0,28,25,149
1025,C1025,4.91,46,44,90
1026,C1026,5.0,89,83,109
1027,C1027,4.97,70,64,109
1028,C1028,4.92,13,12,45
1029,C1029,4.96,54,49,159
1030,C1030,5.0,43,35,159
1031,C1031,5.0,66,61,74
1032,C1032,4.73,41,33,109
1033,C1033,5.0,28,25,43
1034,C1034,5.0,37,35,60
1035,C1035,5.0,39,34,74
1036,C1036,4.97,41,34,155
1037,C1037,5.0,40,36,101
1038,C1038,5.0,3,2,147
1039,C1039,4.91,79,69,69
1040,C1040,4.89,41,28,54
1041,C1041,4.68,159,117,48
1042,C1042,4.85,173,123,50
1043,C1043,4.82,163,119,47
1044,C1044,4.9,52,40,60
1045,C1045,5.0,23,21,140
1046,C1046,4.93,55,41,55
1047,C1047,5.0,1,1,118
1048,C1048,4.96,70,50,49
1049,C1049,4.83,123,105,55
1050,C1050,4.88,161,129,45
1051,C1051,4.96,28,26,40
1052,C1052,5.0,17,16,75
1053,C1053,5.0,12,9,47
1054,C1054,4.98,52,46,60
1055,C1055,4.73,118,82,40
1056,C1056,4.94,19,16,50
1057,C1057,4.93,126,96,60
1058,C1058,5.0,45,42,65
1059,C1059,4.68,141,97,40
1060,C1060,4.83,21,18,50
1061,C1061,4.67,11,9,75
1062,C1062,4.95,26,22,61
1063,C1063,4.61,29,23,79
1064,C1064,5.0,20,15,52
1065,C1065,4.67,136,93,40
1066,C1066,4.8,193,144,62
1067,C1067,4.89,12,9,75
1068,C1068,4.9,180,150,60
1069,C1069,4.92,16,12,55
1070,C1070,4.93,18,15,55
1071,C1071,5.0,33,29,68
1072,C1072,4.53,117,72,42
1073,C1073,4.8,146,104,52
1074,C1074,4.97,85,65,55
1075,C1075,5.0,8,8,135
1076,C1076,4.62,144,99,49
1077,C1077,4.64,102,77,55
1078,C1078,4.85,14,13,70
1079,C1079,4.82,203,155,45
1080,C1080,4.87,65,52,49
1081,C1081,4.81,65,58,35
1082,C1082,5.0,36,33,96
1083,C1083,4.94,101,80,55
1084,C1084,4.6,12,10,115
1085,C1085,4.64,136,107,45
1086,C1086,4.82,20,17,50
1087,C1087,5.0,20,16,89
1088,C1088,4.77,125,84,48
1089,C1089,4.6,62,47,50
1090,C1090,4.89,12,9,49
1091,C1091,4.57,164,110,45
1092,C1092,4.83,170,133,50
1093,C1093,5.0,18,17,46
1094,C1094,4.91,190,152,50
1095,C1095,5.0,24,20,75
1096,C1096,4.95,95,77,51
1097,C1097,4.95,78,61,45
1098,C1098,,0,0,215
1099,C1099,4.85,56,47,55
1100,C1100,4.64,109,80,49
1101,C1101,5.0,3,3,145
1102,C1102,4.71,176,128,50
1103,C1103,4.93,201,158,45
1104,C1104,4.83,87,66,55
1105,C1105,5.0,30,23,55
1106,C1106,4.92,40,39,75
1107,C1107,4.89,96,73,50
1108,C1108,5.0,20,18,85
1109,C1109,4.63,143,103,47
1110,C1110,5.0,5,2,60
1111,C1111,4.98,52,44,70
1112,C1112,5.0,31,28,52
1113,C1113,4.78,69,51,50
1114,C1114,4.84,260,212,54
1115,C1115,5.0,15,12,79
1116,C1116,,0,0,48
1117,C1117,4.87,98,79,50
1118,C1118,5.0,11,10,130
1119,C1119,4.84,112,81,60
1120,C1120,5.0,21,18,149
1121,C1121,4.97,65,59,105
1122,C1122,4.8,12,10,97
1123,C1123,5.0,9,8,122
1124,C1124,5.0,13,12,139
1125,C1125,4.63,9,8,90
1126,C1126,4.93,93,85,145
1127,C1127,4.77,148,117,50
1128,C1128,4.62,17,13,59
1129,C1129,4.86,34,29,38
1130,C1130,,2,0,79
1131,C1131,4.9,69,63,77
1132,C1132,5.0,24,22,129
1133,C1133,4.72,75,58,60
1134,C1134,5.0,21,16,51
1135,C1135,4.89,31,27,55
1136,C1136,5.0,23,20,65
1137,C1137,5.0,8,7,105
1138,C1138,5.0,8,7,135
1139,C1139,4.92,34,26,53
1140,C1140,5.0,3,3,79
1141,C1141,4.94,20,17,51
1142,C1142,,0,0,99
1143,C1143,4.98,64,54,80
1144,C1144,4.94,55,51,150
1145,C1145,5.0,3,1,110
1146,C1146,4.95,86,75,200
1147,C1147,5.0,16,13,50
1148,C1148,5.0,1,1,85
1149,C1149,4.89,42,37,175
1150,C1150,5.0,7,7,69
1151,C1151,4.59,51,39,99
1152,C1152,4.91,25,23,75
1153,C1153,4.82,149,109,60
1154,C1154,4.97,43,36,85
1155,C1155,5.0,12,7,74
1156,C1156,4.94,18,17,48
1157,C1157,4.97,92,75,64
1158,C1158,4.75,11,8,65
1159,C1159,4.93,157,139,90
1160,C1160,4.77,91,82,68
1161,C1161,,0,0,115
1162,C1162,4.94,39,32,160
1163,C1163,5.0,6,3,108
1164,C1164,4.91,52,44,72
1165,C1165,4.97,45,37,55
1166,C1166,4.86,8,7,139
1167,C1167,4.96,36,25,84
1168,C1168,4.84,44,37,69
1169,C1169,4.81,32,27,102
1170,C1170,5.0,21,17,71
1171,C1171,4.5,6,4,99
1172,C1172,4.9,46,41,149
1173,C1173,5.0,13,11,149
1174,C1174,4.67,17,15,60
1175,C1175,5.0,1,1,50
1176,C1176,5.0,23,19,51
1177,C1177,5.0,21,15,80
1178,C1178,4.81,21,16,67
1179,C1179,4.67,14,12,200
1180,C1180,4.98,67,64,119
1181,C1181,4.75,4,4,125
1182,C1182,5.0,15,14,75
1183,C1183,2.0,1,1,101
1184,C1184,5.0,3,2,70
1185,C1185,5.0,23,21,199
1186,C1186,4.88,155,135,62
1187,C1187,5.0,7,7,246
1188,C1188,4.44,11,9,70
1189,C1189,4.75,6,4,125
1190,C1190,5.0,9,8,125
1191,C1191,4.99,104,90,64
1192,C1192,4.92,15,12,50
1193,C1193,4.92,71,61,97
1194,C1194,5.0,8,8,44
1195,C1195,4.97,41,37,118
1196,C1196,5.0,33,29,99
1197,C1197,4.08,17,13,68
1198,C1198,4.5,5,2,50
1199,C1199,5.0,20,15,59
1200,C1200,5.0,52,46,75
1201,C1201,5.0,51,45,110
1202,C1202,5.0,5,5,171
1203,C1203,4.98,114,103,58
1204,C1204,5.0,13,7,68
1205,C1205,5.0,9,8,153
1206,C1206,5.0,3,1,85
1207,C1207,5.0,7,6,95
1208,C1208,4.71,24,21,61
1209,C1209,,0,0,48
1210,C1210,4.85,50,40,119
1211,C1211,5.0,6,6,200
1212,C1212,4.95,113,80,119
1213,C1213,4.5,3,2,75
1214,C1214,3.5,3,2,57
1215,C1215,4.87,25,23,60
1216,C1216,4.77,93,71,62
1217,C1217,5.0,66,60,54
1218,C1218,4.69,119,89,69
1219,C1219,5.0,12,10,75
1220,C1220,,0,0,78
1221,C1221,4.91,296,246,46
1222,C1222,5.0,1,1,32
1223,C1223,5.0,4,3,35
1224,C1224,5.0,3,3,35
1225,C1225,5.0,4,3,35
1226,C1226,5.0,7,6,35
1227,C1227,5.0,8,7,35
1228,C1228,5.0,4,3,35
1229,C1229,4.89,12,9,35
1230,C1230,5.0,11,9,35
1231,C1231,4.43,9,7,32
1232,C1232,4.8,48,45,26
1233,C1233,4.83,238,172,45
1234,C1234,5.0,1,1,135
1235,C1235,4.5,4,2,35
1236,C1236,5.0,16,14,79
1237,C1237,5.0,11,9,80
1238,C1238,5.0,100,95,169
1239,C1239,5.0,26,22,122
1240,C1240,5.0,47,39,159
1241,C1241,5.0,18,18,98
1242,C1242,5.0,7,6,96
1243,C1243,5.0,16,13,90
1244,C1244,5.0,1,1,80
1245,C1245,4.98,54,51,399
1246,C1246,,0,0,50
1247,C1247,5.0,2,2,108
1248,C1248,5.0,1,1,74
1249,C1249,4.94,20,16,62
1250,C1250,4.76,22,21,84
1251,C1251,5.0,3,3,100
1252,C1252,4.84,46,37,30
1253,C1253,5.0,23,22,25
1254,C1254,,0,0,60
1255,C1255,5.0,11,10,41
1256,C1256,4.92,13,13,59
1257,C1257,5.0,1,1,49
1258,C1258,5.0,2,1,40
1259,C1259,5.0,22,18,49
1260,C1260,4.96,59,48,45
1261,C1261,5.0,1,1,220
1262,C1262,,0,0,59
1263,C1263,,0,0,92
1264,C1264,,0,0,33
1265,C1265,5.0,10,9,54
1266,C1266,4.6,12,10,54
1267,C1267,4.86,8,7,28
1268,C1268,5.0,18,13,143
1269,C1269,5.0,31,30,139
1270,C1270,4.54,29,28,199
1271,C1271,4.73,16,15,27
1272,C1272,4.87,104,90,35
1273,C1273,4.71,11,7,26
1274,C1274,4.88,10,8,24
1275,C1275,4.71,19,14,47
1276,C1276,4.65,20,20,27
1277,C1277,4.9,14,10,100
1278,C1278,5.0,9,8,49
1279,C1279,4.63,9,8,27
1280,C1280,4.82,14,11,22
1281,C1281,5.0,10,8,130
1282,C1282,4.93,17,15,65
1283,C1283,5.0,59,53,143
1284,C1284,5.0,8,7,79
1285,C1285,4.88,224,195,99
1286,C1286,4.94,40,35,69
1287,C1287,4.98,75,60,95
1288,C1288,4.83,26,23,199
1289,C1289,5.0,18,17,74
1290,C1290,5.0,4,4,299
1291,C1291,5.0,5,4,60
1292,C1292,4.87,73,60,86
1293,C1293,4.93,70,61,99
1294,C1294,5.0,14,14,499
1295,C1295,5.0,1,1,600
1296,C1296,4.64,14,11,88
1297,C1297,4.96,108,80,48
1298,C1298,4.95,21,20,64
1299,C1299,4.94,107,81,55
1300,C1300,5.0,7,6,70
1301,C1301,,0,0,75
1302,C1302,4.94,17,17,85
1303,C1303,,0,0,65
1304,C1304,,0,0,350
1305,C1305,4.88,42,34,55
1306,C1306,5.0,2,1,222
1307,C1307,5.0,1,1,99
1308,C1308,4.86,42,36,45
1309,C1309,5.0,4,3,84
1310,C1310,3.67,5,3,300
1311,C1311,4.88,47,41,96
1312,C1312,4.97,49,38,58
1313,C1313,4.83,31,24,66
1314,C1314,4.9,73,68,45
1315,C1315,4.94,18,16,34
1316,C1316,5.0,24,20,31
1317,C1317,4.73,17,15,28
1318,C1318,4.86,39,37,28
1319,C1319,5.0,14,13,88
1320,C1320,4.94,20,18,137
1321,C1321,4.83,8,6,26
1322,C1322,5.0,16,11,26
1323,C1323,5.0,32,32,36
1324,C1324,,0,0,35
1325,C1325,4.94,79,67,40
1326,C1326,5.0,5,5,295
1327,C1327,5.0,25,21,349
1328,C1328,5.0,5,3,164
1329,C1329,5.0,10,9,114
1330,C1330,5.0,2,2,180
1331,C1331,5.0,17,15,115
1332,C1332,4.92,106,95,179
1333,C1333,5.0,3,2,104
1334,C1334,,1,0,245
1335,C1335,5.0,2,2,88
1336,C1336,5.0,52,44,97
1337,C1337,5.0,3,3,56
1338,C1338,5.0,15,12,160
1339,C1339,4.96,204,170,300
1340,C1340,5.0,28,28,190
1341,C1341,4.92,57,53,168
1342,C1342,5.0,3,2,159
1343,C1343,5.0,8,8,130
1344,C1344,5.0,37,26,189
1345,C1345,4.98,81,65,211
1346,C1346,5.0,4,4,71
1347,C1347,4.77,74,62,190
1348,C1348,4.96,84,75,174
1349,C1349,4.98,46,46,299
1350,C1350,5.0,14,14,125
1351,C1351,4.92,16,13,156
1352,C1352,4.98,53,44,230
1353,C1353,5.0,25,22,110
1354,C1354,5.0,86,70,400
1355,C1355,4.93,57,42,498
1356,C1356,5.0,1,1,170
1357,C1357,4.86,107,96,198
1358,C1358,4.92,107,87,185
1359,C1359,4.94,18,17,299
1360,C1360,4.8,10,10,229
1361,C1361,4.96,130,111,275
1362,C1362,4.88,113,92,193
1363,C1363,5.0,9,8,189
1364,C1364,4.96,79,75,139
1365,C1365,,0,0,80
1366,C1366,5.0,2,1,124
1367,C1367,4.89,151,128,193
1368,C1368,4.95,21,19,92
1369,C1369,4.92,93,79,100
1370,C1370,4.96,76,70,139
1371,C1371,5.0,23,19,180
1372,C1372,5.0,9,9,50
1373,C1373,5.0,11,11,99
1374,C1374,4.93,15,15,114
1375,C1375,,0,0,200
1376,C1376,5.0,51,43,207
1377,C1377,4.91,63,53,160
1378,C1378,5.0,3,3,110
1379,C1379,5.0,36,28,118
1380,C1380,5.0,20,20,129
1381,C1381,5.0,1,1,349
1382,C1382,5.0,10,6,235
1383,C1383,4.98,91,82,129
1384,C1384,5.0,8,4,259
1385,C1385,4.9,25,20,230
1386,C1386,5.0,8,8,269
1387,C1387,4.88,47,42,225
1388,C1388,5.0,39,35,112
1389,C1389,4.89,72,55,99
1390,C1390,4.0,4,3,200
1391,C1391,4.96,57,52,80
1392,C1392,5.0,17,15,167
1393,C1393,5.0,58,46,166
1394,C1394,5.0,4,3,799
1395,C1395,4.96,215,193,94
1396,C1396,4.94,111,103,159
1397,C1397,4.96,173,154,99
1398,C1398,,2,0,329
1399,C1399,,1,0,599
1400,C1400,5.0,1,1,288
1401,C1401,5.0,64,54,319
1402,C1402,5.0,1,1,275
1403,C1403,5.0,12,12,80
1404,C1404,4.99,92,83,123
1405,C1405,5.0,3,3,110
1406,C1406,5.0,8,6,349
1407,C1407,5.0,39,34,68
1408,C1408,5.0,88,74,99
1409,C1409,4.87,77,71,115
1410,C1410,5.0,10,8,80
1411,C1411,5.0,8,6,799
1412,C1412,4.94,20,18,73
1413,C1413,4.97,100,88,91
1414,C1414,4.94,147,121,225
1415,C1415,4.87,63,53,85
1416,C1416,,0,0,149
1417,C1417,5.0,2,2,149
1418,C1418,4.99,158,136,84
1419,C1419,5.0,7,6,110
1420,C1420,4.99,87,78,109
1421,C1421,5.0,12,10,76
1422,C1422,5.0,1,1,65
1423,C1423,5.0,5,4,89
1424,C1424,4.99,160,140,70
1425,C1425,5.0,46,42,69
1426,C1426,4.94,85,68,109
1427,C1427,4.94,44,35,139
1428,C1428,5.0,53,49,250
1429,C1429,5.0,7,7,175
1430,C1430,5.0,6,5,69
1431,C1431,4.89,35,35,150
1432,C1432,5.0,11,11,70
1433,C1433,5.0,12,11,74
1434,C1434,5.0,116,107,300
1435,C1435,4.8,6,5,74
1436,C1436,5.0,100,85,127
1437,C1437,4.97,41,36,75
1438,C1438,5.0,11,10,101
1439,C1439,4.93,112,107,95
1440,C1440,5.0,11,11,199
1441,C1441,5.0,28,27,175
1442,C1442,5.0,16,14,189
1443,C1443,4.97,71,63,110
1444,C1444,4.79,25,24,96
1445,C1445,5.0,44,40,188
1446,C1446,,0,0,132
1447,C1447,4.99,98,92,76
1448,C1448,4.71,15,14,155
1449,C1449,4.85,60,55,148
1450,C1450,5.0,4,4,133
1451,C1451,5.0,45,41,94
1452,C1452,4.9,297,262,60
1453,C1453,4.79,36,28,148
1454,C1454,,0,0,112
1455,C1455,5.0,43,39,150
1456,C1456,4.5,7,6,74
1457,C1457,5.0,1,1,120
1458,C1458,4.97,37,32,119
1459,C1459,,0,0,80
1460,C1460,4.83,64,54,142
1461,C1461,5.0,29,25,249
1462,C1462,4.76,63,59,138
1463,C1463,4.85,16,13,110
1464,C1464,4.92,95,79,89
1465,C1465,4.92,16,13,217
1466,C1466,5.0,1,1,65
1467,C1467,5.0,12,9,299
1468,C1468,5.0,31,28,83
1469,C1469,5.0,14,13,125
1470,C1470,,0,0,158
1471,C1471,4.93,15,14,86
1472,C1472,5.0,5,5,160
1473,C1473,4.98,64,56,85
1474,C1474,4.95,54,41,349
1475,C1475,4.97,32,30,99
1476,C1476,5.0,9,9,545
1477,C1477,5.0,45,42,250
1478,C1478,4.77,15,13,72
1479,C1479,5.0,9,8,78
1480,C1480,5.0,6,5,69
1481,C1481,4.83,12,12,148
1482,C1482,3.67,5,3,140
1483,C1483,5.0,48,41,77
1484,C1484,4.97,40,39,320
1485,C1485,4.96,23,23,69
1486,C1486,4.96,29,24,68
1487,C1487,,0,0,148
1488,C1488,4.88,7,8,55
1489,C1489,4.83,7,6,65
1490,C1490,5.0,21,19,76
1491,C1491,5.0,41,37,76
1492,C1492,4.91,42,35,283
1493,C1493,4.95,70,65,79
1494,C1494,,0,0,74
1495,C1495,4.95,73,65,74
1496,C1496,5.0,6,5,87
1497,C1497,4.56,10,9,165
1498,C1498,5.0,16,12,180
1499,C1499,,2,0,115
1500,C1500,5.0,3,3,49
1501,C1501,4.8,60,55,89
1502,C1502,5.0,77,74,149
1503,C1503,5.0,1,1,200
1504,C1504,5.0,17,15,74
1505,C1505,5.0,12,10,76
1506,C1506,4.93,16,14,104
1507,C1507,,2,0,299
1508,C1508,5.0,59,50,64
1509,C1509,5.0,4,3,95
1510,C1510,5.0,5,5,110
1511,C1511,4.82,141,129,99
1512,C1512,5.0,4,3,72
1513,C1513,4.97,90,75,79
1514,C1514,4.76,80,66,97
1515,C1515,4.97,73,63,239
1516,C1516,5.0,9,9,99
1517,C1517,5.0,4,4,31
1518,C1518,4.89,71,63,159
1519,C1519,5.0,40,36,169
1520,C1520,5.0,4,2,30
1521,C1521,5.0,27,25,149
1522,C1522,4.9,21,20,78
1523,C1523,4.94,37,34,33
1524,C1524,5.0,5,5,76
1525,C1525,,0,0,35
1526,C1526,,0,0,46
1527,C1527,5.0,18,17,85
1528,C1528,4.88,24,24,100
1529,C1529,4.86,39,36,65
1530,C1530,4.86,17,14,149
1531,C1531,4.98,57,50,120
1532,C1532,5.0,6,5,133
1533,C1533,5.0,40,35,205
1534,C1534,5.0,1,1,35
1535,C1535,4.75,54,40,80
1536,C1536,4.84,32,32,63
1537,C1537,5.0,28,26,69
1538,C1538,5.0,9,8,100
1539,C1539,5.0,20,19,149
1540,C1540,5.0,2,1,33
1541,C1541,5.0,9,8,130
1542,C1542,5.0,8,8,40
1543,C1543,4.96,125,117,55
1544,C1544,5.0,2,2,85
1545,C1545,4.0,1,1,109
1546,C1546,5.0,13,10,35
1547,C1547,5.0,16,10,149
1548,C1548,4.99,122,104,45
1549,C1549,4.85,21,20,250
1550,C1550,4.97,136,131,53
1551,C1551,5.0,72,69,419
1552,C1552,4.88,166,159,55
1553,C1553,,0,0,191
1554,C1554,5.0,12,10,46
1555,C1555,5.0,17,17,75
1556,C1556,5.0,31,28,120
1557,C1557,5.0,6,3,55
1558,C1558,4.98,42,41,285
1559,C1559,5.0,2,1,72
1560,C1560,4.96,169,159,55
1561,C1561,5.0,17,14,143
1562,C1562,4.98,95,84,229
1563,C1563,4.96,71,57,177
1564,C1564,5.0,14,14,125
1565,C1565,4.92,85,74,49
1566,C1566,4.9,23,21,95
1567,C1567,5.0,2,2,219
1568,C1568,4.82,63,50,125
1569,C1569,4.8,21,15,1199
1570,C1570,5.0,10,8,145
1571,C1571,4.56,9,9,85
1572,C1572,5.0,4,3,1199
1573,C1573,4.0,3,2,33
1574,C1574,4.97,36,34,42
1575,C1575,,2,0,79
1576,C1576,5.0,32,26,250
1577,C1577,4.99,110,97,139
1578,C1578,4.95,86,75,78
1579,C1579,5.0,8,8,128
1580,C1580,4.97,112,100,59
1581,C1581,5.0,13,8,99
1582,C1582,5.0,13,11,1199
1583,C1583,,0,0,190
1584,C1584,5.0,9,8,89
1585,C1585,,0,0,599
1586,C1586,4.71,19,17,129
1587,C1587,5.0,15,10,40
1588,C1588,4.95,21,19,35
1589,C1589,5.0,13,13,32
1590,C1590,5.0,10,8,20
1591,C1591,5.0,14,14,130
1592,C1592,5.0,15,12,36
1593,C1593,4.95,101,85,52
1594,C1594,4.99,101,89,95
1595,C1595,5.0,3,3,64
1596,C1596,5.0,3,3,49
1597,C1597,5.0,20,19,99
1598,C1598,5.0,21,19,49
1599,C1599,5.0,26,21,63
1600,C1600,5.0,9,9,81
1601,C1601,5.0,3,3,279
1602,C1602,,1,0,200
1603,C1603,4.99,72,68,60
1604,C1604,4.8,7,5,80
1605,C1605,,0,0,140
1606,C1606,5.0,19,19,47
1607,C1607,4.94,18,17,38
1608,C1608,5.0,8,6,38
1609,C1609,5.0,3,3,48
1610,C1610,4.83,9,6,34
1611,C1611,4.75,8,8,32
1612,C1612,5.0,1,1,36
1613,C1613,4.93,33,30,45
1614,C1614,4.61,42,38,27
1615,C1615,5.0,7,5,45
1616,C1616,5.0,5,4,140
1617,C1617,,0,0,75
1618,C1618,4.84,31,25,50
1619,C1619,4.7,11,10,30
1620,C1620,4.88,8,8,30
1621,C1621,5.0,9,9,48
1622,C1622,4.76,75,62,49
1623,C1623,,0,0,52
1624,C1624,4.89,85,72,60
1625,C1625,4.78,32,27,48
1626,C1626,5.0,12,9,150
1627,C1627,5.0,21,19,38
1628,C1628,,0,0,85
1629,C1629,,0,0,80
1630,C1630,5.0,45,40,99
1631,C1631,5.0,57,54,120
1632,C1632,5.0,3,2,85
1633,C1633,5.0,6,4,35
1634,C1634,5.0,3,1,199
1635,C1635,5.0,3,2,67
1636,C1636,5.0,4,3,249
1637,C1637,5.0,7,7,179
1638,C1638,4.75,5,4,115
1639,C1639,5.0,8,8,75
1640,C1640,4.96,26,23,86
1641,C1641,5.0,6,4,30
1642,C1642,5.0,29,24,48
1643,C1643,4.41,47,32,24
1644,C1644,5.0,25,19,48
1645,C1645,4.44,10,9,120
1646,C1646,4.96,66,52,67
1647,C1647,4.79,48,43,56
1648,C1648,4.2,7,5,85
1649,C1649,5.0,5,4,58
1650,C1650,4.91,39,32,82
1651,C1651,1.5,3,2,35
1652,C1652,,0,0,32
1653,C1653,4.94,59,49,35
1654,C1654,4.8,56,50,28
1655,C1655,4.74,65,50,75
1656,C1656,4.88,152,129,28
1657,C1657,5.0,7,6,55
1658,C1658,5.0,9,8,35
1659,C1659,1.0,2,1,55
1660,C1660,4.92,33,25,26
1661,C1661,5.0,27,23,75
1662,C1662,4.0,12,9,50
1663,C1663,4.9,12,10,26
1664,C1664,4.82,66,57,26
1665,C1665,4.89,111,93,26
1666,C1666,5.0,8,7,89
1667,C1667,4.92,58,49,129
1668,C1668,4.79,146,116,75
1669,C1669,4.94,60,51,25
1670,C1670,4.92,29,26,25
1671,C1671,5.0,24,19,75
1672,C1672,4.83,6,6,119
1673,C1673,5.0,10,9,35
1674,C1674,4.83,7,6,28
1675,C1675,,0,0,45
1676,C1676,4.91,25,22,28
1677,C1677,4.95,20,19,26
1678,C1678,4.82,47,38,26
1679,C1679,4.62,54,42,57
1680,C1680,4.94,34,31,25
1681,C1681,5.0,31,29,26
1682,C1682,4.95,21,19,26
1683,C1683,4.98,55,44,23
1684,C1684,5.0,1,1,30
1685,C1685,4.82,69,55,25
1686,C1686,4.91,61,54,23
1687,C1687,5.0,7,7,29
1688,C1688,5.0,6,6,27
1689,C1689,4.84,58,45,57
1690,C1690,,0,0,61
1691,C1691,5.0,7,5,48
1692,C1692,5.0,5,5,65
1693,C1693,4.86,7,7,25
1694,C1694,5.0,19,18,62
1695,C1695,4.71,23,21,54
1696,C1696,5.0,3,2,199
1697,C1697,5.0,1,1,275
1698,C1698,5.0,6,6,40
1699,C1699,5.0,3,2,45
1700,C1700,5.0,1,1,75
1701,C1701,4.0,2,2,26
1702,C1702,,0,0,42
1703,C1703,4.5,5,4,30
1704,C1704,5.0,2,1,251
1705,C1705,5.0,5,3,44
1706,C1706,,2,0,30
1707,C1707,5.0,7,5,99
1708,C1708,4.76,23,17,44
1709,C1709,5.0,1,1,200
1710,C1710,5.0,3,3,68
1711,C1711,5.0,3,3,38
1712,C1712,4.91,12,11,60
1713,C1713,5.0,5,5,73
1714,C1714,5.0,25,24,90
1715,C1715,4.84,22,19,100
1716,C1716,5.0,18,17,78
1717,C1717,5.0,9,8,93
1718,C1718,4.56,33,27,35
1719,C1719,5.0,5,5,49
1720,C1720,4.8,11,10,129
1721,C1721,,0,0,87
1722,C1722,4.86,80,73,57
1723,C1723,5.0,85,78,33
1724,C1724,5.0,10,10,58
1725,C1725,5.0,6,6,40
1726,C1726,,0,0,55
1727,C1727,5.0,1,1,34
